*    Tilt catalog, tilts in arc-minutes.
*     For Calc 10.
*                     epoch     dir    tilt    dir    tilt  
* -------- --------  -------    ---   ------   ---   ------   -
                     1992.257   E-W    0.74    N-S   -0.72 
                     1992.383   E-W    0.59    N-S   -0.79 
                     1992.386   E-W    0.67    N-S   -0.66 
                     1992.391   E-W    0.69    N-S   -0.85 
                     1992.482   E-W    0.53    N-S   -0.85 
                     1992.498   E-W    0.51    N-S   -0.81 
                     1992.523   E-W    0.55    N-S   -0.80 
                     1992.528   E-W    0.60    N-S   -0.93 
                     1992.528   E-W    0.45    N-S   -0.92 
                     1992.501   E-W    0.56    N-S   -0.82 
                     1992.641   E-W    0.54    N-S   -0.81 
                     1992.641   E-W    0.54    N-S   -0.81 
                     1992.887   E-W    0.48    N-S   -0.96 
                     1992.903   E-W    0.53    N-S   -0.91 
                     1992.641   E-W    0.55    N-S   -0.81 
                     1992.917   E-W    0.44    N-S   -0.96 
                     1993.372   E-W    0.43    N-S   -1.00 
                     1993.753   E-W    0.32    N-S   -1.04 
                     1993.843   E-W    0.35    N-S   -1.08 
                     1993.936   E-W    0.35    N-S   -1.11 
                     1994.413   E-W    0.35    N-S   -1.19 
                     1994.654   E-W    0.32    N-S   -1.23 
                     1994.835   E-W    0.27    N-S   -1.26 
                     1995.263   E-W    0.35    N-S   -1.32 
                     1995.553   E-W    0.51    N-S   -1.37 
                     1996.099   E-W    0.42    N-S   -1.40 
                     1996.164   E-W    0.46    N-S   -1.40 
                     1996.164   E-W    0.46    N-S   -1.40 
                     1996.211   E-W    0.41    N-S   -1.37 
                     1998.334   E-W    0.90    N-S   -1.87 
                     1998.353   E-W    0.93    N-S   -1.91 
                     1998.372   E-W    0.90    N-S   -1.91 
                     1998.75    E-W    1.05    N-S   -2.15
                     1999.093   E-W    1.31    N-S   -2.39   
                     1999.397   E-W    1.57    N-S   -2.74   
                     1999.753   E-W    1.61    N-S   -2.90   
                     1999.917   E-W    1.62    N-S   -2.90   
                     2000.033   E-W    1.63    N-S   -2.98   
                     2000.263   E-W    1.71    N-S   -3.19   
                     2000.424   E-W    1.74    N-S   -3.22   
                     2000.586   E-W    1.73    N-S   -3.24   
                     2000.956   E-W    1.77    N-S   -3.34   
                     2001.189   E-W    1.82    N-S   -3.36   
                     2001.463   E-W    1.79    N-S   -3.51   
                     2001.591   E-W    1.80    N-S   -3.47   
                     2001.797   E-W    1.79    N-S   -3.42   
                     2001.923   E-W    1.75    N-S   -3.43   
                     2002.101   E-W    1.68    N-S   -3.35   
                     2002.255   E-W    1.71    N-S   -3.33   
                     2002.457   E-W    1.71    N-S   -3.39   
                     2002.589   E-W    1.70    N-S   -3.39   
                     2002.753   E-W    1.69    N-S   -3.36   
                     2002.851   E-W    1.66    N-S   -3.30   
                     2003.044   E-W    1.60    N-S   -3.28   
                     2003.260   E-W    1.62    N-S   -3.28   
                     2003.441   E-W    1.61    N-S   -3.30   
                     2003.972   E-W    1.53    N-S   -3.14   
                     2004.104   E-W    1.54    N-S   -3.09   
                     2004.386   E-W    1.51    N-S   -3.03
                     2004.641   E-W    1.48    N-S   -3.00
                     2004.802   E-W    1.42    N-S   -2.90
                     2006.005   E-W    1.31    N-S   -2.44
                     2006.200   E-W    1.32    N-S   -2.43
                     2006.605   E-W    1.16    N-S   -2.27
                     2006.687   E-W    1.17    N-S   -2.35
                     2006.728   E-W    1.20    N-S   -2.29
                     2006.890   E-W    1.19    N-S   -2.23
                     2007.025   E-W    1.16    N-S   -2.23
                     2007.041   E-W    1.14    N-S   -2.23
                     2007.057   E-W    1.16    N-S   -2.20
                     2007.063   E-W    1.16    N-S   -2.25
                     2007.093   E-W    1.14    N-S   -2.21
                     2007.107   E-W    1.14    N-S   -2.19
                     2007.457   E-W    1.15    N-S   -2.26
                     2007.482   E-W    1.11    N-S   -2.20
                     2007.485   E-W    1.11    N-S   -2.22
                     2007.630   E-W    1.15    N-S   -2.24
                     2007.632   E-W    1.12    N-S   -2.18
                     2007.638   E-W    1.08    N-S   -2.18
                     2007.652   E-W    1.13    N-S   -2.14
                     2007.821   E-W    0.97    N-S   -2.30
                     2007.846   E-W    1.11    N-S   -2.14
                     2007.854   E-W    1.10    N-S   -2.15
                     2008.000   E-W    1.10    N-S   -2.15
                     2008.063   E-W    1.12    N-S   -2.15
                     2008.085   E-W    1.07    N-S   -2.12
                     2008.156   E-W    1.08    N-S   -2.08
                     2008.238   E-W    1.06    N-S   -2.13
                     2008.419   E-W    1.05    N-S   -2.15
                     2008.433   E-W    1.03    N-S   -2.27
                     2008.493   E-W    1.08    N-S   -2.16
                     2008.580   E-W    1.06    N-S   -2.16
                     2008.589   E-W    1.12    N-S   -2.17
                     2008.635   E-W    1.08    N-S   -2.14
                     2008.753   E-W    1.09    N-S   -2.15
                     2008.860   E-W    1.08    N-S   -2.07
                     2008.876   E-W    1.10    N-S   -2.14
                     2008.893   E-W    1.12    N-S   -2.10
                     2008.895   E-W    1.07    N-S   -2.11
                     2008.901   E-W    1.08    N-S   -2.09
                     2008.928   E-W    1.08    N-S   -2.09
                     2008.947   E-W    1.10    N-S   -2.13
                     2009.057   E-W    1.10    N-S   -2.05
                     2009.137   E-W    1.07    N-S   -2.05
                     2009.219   E-W    1.05    N-S   -2.07
                     2009.452   E-W    1.03    N-S   -2.11
                     2009.496   E-W    1.07    N-S   -2.16
                     2009.498   E-W    1.05    N-S   -2.15
                     2009.580   E-W    1.06    N-S   -2.15
                     2009.605   E-W    1.05    N-S   -2.13
                     2009.920   E-W    1.02    N-S   -2.11
                     2009.931   E-W    1.01    N-S   -2.04
                     2009.958   E-W    1.11    N-S   -1.96
                     2010.090   E-W    1.07    N-S   -2.05
                     2010.197   E-W    1.05    N-S   -2.04
                     2010.318   E-W    1.08    N-S   -2.13
                     2010.460   E-W    1.02    N-S   -2.11
                     2010.498   E-W    1.04    N-S   -2.07
                     2010.758   E-W    1.05    N-S   -2.11
                     2010.830   E-W    1.01    N-S   -2.11
                     2010.969   E-W    1.02    N-S   -2.12
                     2011.071   E-W    1.06    N-S   -2.12
                     2011.394   E-W    0.97    N-S   -2.18
                     2011.509   E-W    1.02    N-S   -2.16
                     2011.534   E-W    1.03    N-S   -2.13
                     2011.556   E-W    1.03    N-S   -2.16
                     2011.558   E-W    1.05    N-S   -2.17
                     2011.591   E-W    1.02    N-S   -2.16
                     2011.611   E-W    0.99    N-S   -2.19
                     2011.660   E-W    1.02    N-S   -2.13
                     2011.676   E-W    1.06    N-S   -2.08
                     2011.810   E-W    1.01    N-S   -2.07
                     2011.838   E-W    0.98    N-S   -2.11
                     2011.860   E-W    1.06    N-S   -2.05
                     2011.865   E-W    1.03    N-S   -2.10
                     2011.958   E-W    1.08    N-S   -2.09
                     2012.088   E-W    1.02    N-S   -2.07
                     2012.131   E-W    1.07    N-S   -2.11
                     2012.224   E-W    1.00    N-S   -1.97
                     2012.285   E-W    0.98    N-S   -2.07
                     2012.339   E-W    0.96    N-S   -2.11   /
  KP-VLBA  KP        2003.30    E-W    0.17    N-S    0.11   / 
  OV-VLBA  OV        2003.30    E-W    0.20    N-S   -0.06   / 
  BR-VLBA  BR        2003.30    E-W    0.02    N-S    0.07   / 
  MK-VLBA  MK        2003.30    E-W   -0.51    N-S    0.03   / 
